Gold (grams),Monthly Income (PKR),Monthly Expenses (PKR),Marital Status,Employment Type,Region,Income (USD),Assets (USD),Liabilities (USD),Dependents,Net Worth (USD),Zakat Eligibility
192,52362,290407,Married,Business,Urban,1455,66667,84226,3,-17559,1
192,122826,205160,Single,Freelancer,Urban,5560,272553,21384,8,251169,0
96,499605,17536,Married,Unemployed,Urban,1516,436961,222834,4,214127,0
61,313319,75461,Married,Unemployed,Rural,1042,113688,7907,1,105781,0
53,365904,110586,Widowed,Unemployed,Urban,3294,130623,233433,3,-102810,1
52,393879,326229,Single,Salaried,Rural,1262,118533,201835,9,-83302,1
8,331872,263328,Married,Salaried,Urban,5336,109571,283553,0,-173982,1
128,344652,312242,Divorced,Unemployed,Rural,9454,291905,104253,5,187652,0
142,363589,315000,Single,Salaried,Rural,6473,403838,66208,0,337630,0
88,180802,52476,Single,Salaried,Urban,7551,409830,213917,4,195913,0
107,228582,60349,Divorced,Freelancer,Rural,3636,329229,64325,6,264904,0
35,172060,115723,Divorced,Business,Urban,212,388995,132604,9,256391,0
137,165167,282597,Widowed,Business,Urban,6136,147234,273946,4,-126712,1
118,420794,305121,Single,Freelancer,Rural,6278,464204,66699,4,397505,0
49,110160,298966,Divorced,Unemployed,Urban,5486,298233,135901,3,162332,0
158,487388,187270,Single,Business,Urban,4483,312442,267487,5,44955,0
68,51280,201073,Single,Unemployed,Urban,714,228060,263294,8,-35234,1
97,128913,128935,Single,Unemployed,Rural,9213,11889,93083,2,-81194,1
102,91952,194795,Single,Freelancer,Urban,4597,175265,68457,9,106808,0
101,312691,22302,Single,Business,Urban,8268,311449,155221,1,156228,0
15,174930,162007,Widowed,Freelancer,Rural,3917,274154,283378,3,-9224,1
78,472155,68077,Single,Business,Urban,9406,109542,166126,2,-56584,1
41,207225,197176,Single,Freelancer,Rural,3544,139575,187967,9,-48392,1
153,263495,284988,Widowed,Business,Rural,9138,226649,63438,4,163211,0
157,406791,64845,Divorced,Unemployed,Urban,2958,301507,253255,0,48252,0
1,377990,75670,Divorced,Unemployed,Rural,8958,468859,183373,6,285486,0
194,90414,264993,Widowed,Freelancer,Rural,4318,375031,292416,6,82615,0
183,451816,119600,Divorced,Salaried,Rural,1123,392269,84812,1,307457,0
151,363591,86956,Single,Unemployed,Rural,7599,485230,55478,3,429752,0
194,266318,255423,Divorced,Business,Rural,601,124106,27379,9,96727,0
39,487560,138237,Married,Unemployed,Rural,930,394626,75407,7,319219,0
190,357269,247233,Divorced,Business,Rural,4374,353657,102376,2,251281,0
196,304948,217765,Widowed,Business,Rural,832,222678,254772,3,-32094,1
58,151836,156277,Divorced,Freelancer,Rural,7889,367751,296369,3,71382,0
60,366328,291551,Divorced,Unemployed,Urban,7700,70571,217826,2,-147255,1
179,241231,309277,Widowed,Freelancer,Urban,1964,19289,118488,2,-99199,1
75,179928,342688,Widowed,Business,Rural,1394,486861,262387,9,224474,0
35,217541,212326,Single,Freelancer,Rural,2696,371965,151821,7,220144,0
30,420276,206087,Widowed,Unemployed,Urban,7114,41604,4206,4,37398,0
122,10502,226003,Married,Freelancer,Urban,8184,6329,248629,5,-242300,1
6,90360,3055,Married,Business,Urban,6677,317397,79980,7,237417,0
122,75478,132532,Widowed,Unemployed,Rural,4910,50125,213369,7,-163244,1
89,44809,294840,Married,Freelancer,Urban,8979,192523,50930,6,141593,0
19,231188,386998,Single,Salaried,Urban,3793,72958,98356,8,-25398,1
97,346235,107685,Widowed,Unemployed,Rural,2727,22722,271701,7,-248979,1
160,19236,24713,Divorced,Business,Rural,2387,171756,122969,5,48787,0
144,362531,96926,Single,Freelancer,Rural,749,34909,21930,9,12979,0
5,215695,113699,Married,Business,Rural,8919,163859,68722,2,95137,0
122,458026,101478,Single,Freelancer,Rural,5998,323970,44026,6,279944,0
85,377734,94253,Married,Freelancer,Rural,5352,263456,9063,2,254393,0
80,459423,121118,Married,Unemployed,Urban,7673,40396,191278,0,-150882,1
147,102286,130114,Married,Freelancer,Urban,8716,95213,89524,0,5689,0
105,84387,54906,Single,Business,Urban,7965,447121,238472,7,208649,0
169,46941,159126,Divorced,Salaried,Rural,1171,401994,277274,6,124720,0
190,474081,320066,Divorced,Freelancer,Urban,3115,107929,216216,5,-108287,1
40,186968,5638,Divorced,Unemployed,Rural,3932,59398,50660,8,8738,0
91,258118,185969,Divorced,Salaried,Urban,2460,234585,285626,3,-51041,1
113,27245,351831,Divorced,Salaried,Urban,3595,232194,192707,2,39487,0
108,322957,18004,Married,Unemployed,Rural,6981,332672,56607,5,276065,0
199,25345,190867,Divorced,Salaried,Urban,2399,82676,232083,0,-149407,1
134,19711,9694,Widowed,Freelancer,Rural,5153,231952,122390,5,109562,0
198,26770,70466,Married,Business,Rural,3839,30091,254037,5,-223946,1
156,157613,12370,Divorced,Freelancer,Urban,2445,354672,47590,2,307082,0
66,25929,326863,Single,Freelancer,Urban,4529,443493,205279,6,238214,0
143,473414,283356,Single,Salaried,Rural,8104,288336,109653,0,178683,0
76,274343,34552,Widowed,Business,Rural,5382,96126,12298,9,83828,0
49,481953,77527,Married,Salaried,Rural,8645,468582,290648,1,177934,0
81,147558,316908,Married,Unemployed,Urban,5532,348625,200285,6,148340,0
43,216743,386905,Married,Freelancer,Urban,135,241913,84639,0,157274,0
30,348202,385673,Married,Business,Rural,1905,81527,193696,5,-112169,1
66,238089,320084,Divorced,Salaried,Urban,7766,327190,180778,2,146412,0
2,124682,74864,Married,Business,Urban,9046,131034,213872,8,-82838,1
89,251432,17942,Married,Unemployed,Rural,180,257793,262107,9,-4314,1
193,140174,213957,Single,Freelancer,Urban,429,482202,262241,7,219961,0
102,12380,380802,Divorced,Business,Urban,6403,375400,283454,7,91946,0
101,10039,277109,Divorced,Business,Rural,3579,499837,102700,3,397137,0
74,243168,45581,Divorced,Business,Rural,906,274742,112527,1,162215,0
100,273367,60868,Widowed,Salaried,Urban,3426,466545,208823,9,257722,0
6,118558,80565,Divorced,Salaried,Rural,4849,413198,241779,7,171419,0
26,152792,318723,Single,Business,Urban,2546,499441,226761,8,272680,0
6,357608,335419,Single,Unemployed,Rural,4194,21291,85004,4,-63713,1
7,191321,49589,Widowed,Business,Rural,7791,436452,173748,0,262704,0
99,308462,287291,Single,Freelancer,Rural,5472,106692,219360,8,-112668,1
41,67934,58965,Single,Freelancer,Rural,8050,469854,70766,4,399088,0
84,386704,238829,Divorced,Freelancer,Urban,489,436072,58929,4,377143,0
153,282826,157688,Divorced,Business,Urban,5920,435518,161679,9,273839,0
60,128055,10868,Single,Salaried,Urban,1387,281828,172586,7,109242,0
19,415786,159062,Divorced,Business,Urban,4085,229666,213880,3,15786,0
78,369349,55208,Single,Business,Rural,3835,112658,205490,2,-92832,1
86,256799,366945,Married,Freelancer,Rural,1598,132788,298304,2,-165516,1
78,131789,396649,Married,Unemployed,Urban,3131,108763,186196,4,-77433,1
50,219738,294789,Single,Unemployed,Rural,5883,151553,101173,4,50380,0
73,175743,380058,Divorced,Freelancer,Rural,7963,273891,148397,1,125494,0
129,345557,99464,Married,Business,Urban,7568,217267,201705,2,15562,0
115,88202,217843,Married,Business,Urban,4079,390547,174093,0,216454,0
127,98701,127319,Married,Freelancer,Urban,1342,467825,198272,0,269553,0
29,396120,197999,Widowed,Unemployed,Rural,3584,478194,272469,8,205725,0
90,52523,379887,Single,Unemployed,Urban,6623,125114,293620,6,-168506,1
144,117725,280603,Married,Freelancer,Urban,9316,271746,187060,7,84686,0
194,253628,356878,Divorced,Business,Urban,8943,65799,279268,4,-213469,1
199,295947,134361,Single,Business,Urban,6823,76839,115587,9,-38748,1
170,465297,338589,Single,Business,Rural,2730,106525,212879,5,-106354,1
100,34407,16992,Married,Salaried,Rural,9552,408075,106483,0,301592,0
48,199558,383198,Married,Unemployed,Rural,3859,173232,27489,0,145743,0
3,209270,220084,Single,Unemployed,Rural,5874,303731,222311,9,81420,0
28,70392,214157,Divorced,Salaried,Urban,4861,108816,10427,4,98389,0
199,412539,272097,Widowed,Unemployed,Urban,508,351041,239392,5,111649,0
161,187320,151289,Single,Freelancer,Rural,8156,222180,83000,1,139180,0
136,483122,392629,Single,Salaried,Rural,3853,369275,73230,5,296045,0
185,72577,388293,Single,Unemployed,Rural,3708,44054,236691,9,-192637,1
80,266132,154332,Divorced,Business,Rural,884,409254,244009,8,165245,0
73,329973,160476,Widowed,Freelancer,Urban,5149,143486,106605,4,36881,0
151,289022,97579,Widowed,Salaried,Urban,8051,198938,287959,0,-89021,1
183,197170,189379,Single,Salaried,Rural,6217,379576,56334,1,323242,0
80,327293,192403,Married,Business,Urban,4584,106514,133906,0,-27392,1
107,206061,305556,Married,Salaried,Rural,2556,341163,147596,9,193567,0
188,486455,289612,Divorced,Unemployed,Urban,4580,329849,203121,5,126728,0
190,86113,108894,Married,Salaried,Urban,5153,113985,229365,4,-115380,1
169,331301,141159,Divorced,Business,Rural,2139,497951,286045,1,211906,0
114,5810,113225,Married,Salaried,Urban,2097,299808,11910,0,287898,0
16,306726,191015,Single,Freelancer,Rural,3858,277674,4139,4,273535,0
198,124602,224758,Divorced,Freelancer,Rural,5023,364796,204049,5,160747,0
89,16557,342666,Married,Unemployed,Rural,3214,364263,289212,1,75051,0
193,103251,124289,Single,Business,Urban,744,334349,186605,3,147744,0
47,93722,294720,Divorced,Salaried,Urban,9149,26831,236440,9,-209609,1
112,319006,185102,Divorced,Salaried,Rural,3874,300984,149308,9,151676,0
197,383289,118741,Married,Freelancer,Urban,5321,488289,110411,0,377878,0
160,57397,122125,Married,Business,Rural,2662,320696,225953,0,94743,0
37,64176,92402,Single,Business,Urban,5220,314041,263764,4,50277,0
0,147537,87022,Widowed,Freelancer,Rural,2117,164797,101050,9,63747,0
54,131542,207252,Divorced,Unemployed,Rural,1262,281895,7736,2,274159,0
182,263929,322685,Single,Salaried,Rural,9057,128811,128446,5,365,1
137,192792,205033,Single,Freelancer,Rural,3286,180014,261806,8,-81792,1
115,440635,322420,Married,Business,Urban,3112,145235,102869,7,42366,0
54,372884,95356,Married,Unemployed,Rural,960,39787,220021,1,-180234,1
94,332575,303333,Widowed,Freelancer,Rural,7284,347181,102799,2,244382,0
124,90478,129941,Married,Business,Rural,513,482409,220868,2,261541,0
23,110061,289918,Married,Salaried,Urban,5040,316643,41833,8,274810,0
199,23333,388893,Divorced,Salaried,Rural,9424,492659,57341,0,435318,0
27,245748,338796,Single,Unemployed,Rural,748,236060,104784,0,131276,0
91,426753,385994,Divorced,Unemployed,Rural,8024,484602,66211,3,418391,0
107,105907,391599,Single,Business,Urban,8491,100784,184856,5,-84072,1
50,477950,165101,Divorced,Salaried,Urban,531,335924,258348,5,77576,0
125,52630,323191,Single,Salaried,Urban,9143,397960,120707,9,277253,0
173,51595,331138,Divorced,Salaried,Urban,9624,230216,256065,2,-25849,1
199,270975,176992,Married,Unemployed,Rural,5412,62232,158185,1,-95953,1
156,474227,373064,Married,Unemployed,Rural,2409,22574,243993,9,-221419,1
146,20923,331458,Single,Salaried,Urban,8974,250738,157130,8,93608,0
92,407633,49718,Single,Salaried,Urban,7838,255056,35109,5,219947,0
122,113391,182820,Single,Business,Urban,2784,484785,243282,7,241503,0
4,147893,292627,Married,Unemployed,Urban,9665,20806,31222,9,-10416,1
176,293314,374593,Widowed,Business,Rural,3268,448783,82890,4,365893,0
91,432181,109464,Single,Unemployed,Rural,1824,90404,89142,9,1262,1
54,419239,68530,Single,Business,Rural,5330,268665,215608,8,53057,0
45,36892,246450,Married,Business,Rural,6602,112401,101821,4,10580,0
142,293028,46831,Divorced,Business,Rural,9508,338342,52828,4,285514,0
199,118565,287026,Single,Salaried,Urban,3427,350157,28813,1,321344,0
166,328192,185553,Single,Freelancer,Rural,4475,91831,95433,9,-3602,1
149,217742,347727,Single,Freelancer,Urban,5333,291409,48612,9,242797,0
61,368049,18531,Married,Freelancer,Urban,4998,425607,226216,9,199391,0
196,279396,328273,Divorced,Freelancer,Urban,9340,231024,113502,0,117522,0
73,423558,382718,Married,Freelancer,Urban,8562,463416,238508,2,224908,0
158,125649,142083,Widowed,Business,Rural,498,70488,287665,8,-217177,1
164,203133,215664,Widowed,Unemployed,Urban,1631,420371,42554,6,377817,0
150,58937,281502,Married,Business,Urban,7027,249656,157491,5,92165,0
131,107997,380123,Divorced,Salaried,Urban,7649,362356,215321,6,147035,0
42,394357,96200,Married,Freelancer,Urban,6683,409709,232506,1,177203,0
37,134468,147350,Single,Salaried,Urban,9018,113276,272242,9,-158966,1
142,202542,111305,Single,Salaried,Rural,292,104919,20817,6,84102,0
10,431704,48663,Married,Salaried,Urban,9501,194956,224972,1,-30016,1
24,490217,240889,Divorced,Business,Rural,5999,395850,124808,0,271042,0
153,454219,280436,Single,Freelancer,Rural,8986,217651,72347,1,145304,0
38,142128,394974,Divorced,Business,Urban,3797,233829,98611,6,135218,0
55,200655,205611,Widowed,Unemployed,Rural,6886,141920,283632,6,-141712,1
178,101281,308801,Widowed,Unemployed,Rural,2512,60927,20506,0,40421,0
100,441312,52371,Divorced,Freelancer,Rural,1712,218653,198811,8,19842,0
99,207211,177717,Widowed,Business,Rural,3749,474361,153346,1,321015,0
160,377970,265901,Single,Unemployed,Urban,3940,475984,125358,2,350626,0
111,127918,224374,Single,Unemployed,Rural,3664,417261,276192,6,141069,0
107,445266,115289,Widowed,Freelancer,Rural,7588,228740,231760,8,-3020,1
147,103114,259635,Single,Unemployed,Rural,898,173158,175860,6,-2702,1
51,351155,255592,Single,Freelancer,Rural,5855,53525,84579,1,-31054,1
33,320751,329408,Single,Unemployed,Rural,5955,404861,181018,8,223843,0
44,6087,249492,Widowed,Salaried,Urban,6883,373454,280658,1,92796,0
75,197475,298084,Widowed,Unemployed,Rural,2165,278089,176201,2,101888,0
99,53038,337755,Married,Business,Urban,2321,331621,281165,3,50456,0
3,420415,67744,Widowed,Business,Urban,9853,188544,222825,9,-34281,1
12,495968,314380,Widowed,Freelancer,Urban,1804,134222,163178,2,-28956,1
58,162269,382852,Married,Unemployed,Rural,7847,302377,226193,3,76184,0
66,55060,277455,Married,Freelancer,Urban,1297,111145,200704,7,-89559,1
180,148235,198328,Single,Salaried,Rural,9789,67420,225937,0,-158517,1
144,23715,74394,Divorced,Salaried,Rural,1636,169279,197733,2,-28454,1
198,260570,82330,Married,Salaried,Rural,6722,478286,285232,8,193054,0
121,462474,140532,Divorced,Unemployed,Urban,6673,462306,281303,2,181003,0
44,390818,198412,Widowed,Business,Rural,8806,179140,67924,5,111216,0
46,307780,204966,Single,Unemployed,Urban,1593,145938,240589,8,-94651,1
95,102786,92028,Single,Freelancer,Urban,5065,248461,174688,7,73773,0
111,117970,122043,Married,Business,Rural,9418,214542,247083,5,-32541,1
153,61965,64152,Divorced,Business,Urban,6173,417970,206347,3,211623,0
158,452791,130587,Divorced,Salaried,Rural,1756,459474,146456,7,313018,0
111,477798,158193,Divorced,Freelancer,Rural,2738,47834,5817,6,42017,0
123,352703,204948,Divorced,Unemployed,Rural,944,278031,209777,2,68254,0
158,18852,7340,Divorced,Business,Urban,9695,386770,79419,8,307351,0
59,76367,226622,Single,Business,Rural,2216,354612,2555,7,352057,0
0,22226,216376,Divorced,Business,Rural,1551,39734,106796,7,-67062,1
173,246271,183676,Divorced,Business,Rural,5443,375550,55390,4,320160,0
33,352592,372740,Divorced,Business,Urban,8798,133142,258179,5,-125037,1
181,172198,399735,Married,Salaried,Rural,978,143011,202551,7,-59540,1
186,349896,163251,Widowed,Salaried,Rural,2392,59025,65688,9,-6663,1
93,422862,338065,Single,Business,Urban,3099,460588,283703,4,176885,0
40,19153,204931,Widowed,Unemployed,Urban,1074,341847,92067,6,249780,0
50,470032,157490,Married,Business,Urban,6667,422342,91745,7,330597,0
4,350150,124479,Widowed,Unemployed,Rural,9885,477272,45114,0,432158,0
87,406996,279084,Married,Freelancer,Rural,8844,466159,291808,3,174351,0
137,24226,148467,Married,Business,Rural,2801,9451,146596,4,-137145,1
165,402841,158901,Widowed,Salaried,Urban,1612,485548,198821,0,286727,0
162,294679,190297,Married,Freelancer,Rural,8334,459782,13053,9,446729,0
193,408331,358669,Married,Salaried,Urban,8394,297668,100854,1,196814,0
146,311141,61225,Single,Unemployed,Rural,1518,299368,142636,6,156732,0
165,309805,163776,Widowed,Business,Rural,3257,206551,163221,9,43330,0
180,26651,10039,Divorced,Business,Urban,8629,345171,253003,1,92168,0
119,335664,58824,Married,Salaried,Rural,4241,2260,182205,7,-179945,1
49,118227,345534,Single,Freelancer,Rural,6864,196499,270339,5,-73840,1
77,33187,379626,Married,Freelancer,Rural,764,470729,268335,2,202394,0
91,256947,398151,Widowed,Freelancer,Rural,4604,188792,85407,3,103385,0
161,157384,40304,Divorced,Unemployed,Rural,7962,83414,85867,7,-2453,1
131,374288,77587,Married,Business,Rural,3389,465652,253764,5,211888,0
60,18673,156880,Single,Unemployed,Urban,9485,322861,70806,1,252055,0
110,390136,216430,Widowed,Salaried,Urban,8303,162336,174009,3,-11673,1
88,110632,51014,Widowed,Business,Urban,6170,491381,289318,4,202063,0
197,71292,203463,Divorced,Business,Urban,6798,327438,114765,0,212673,0
101,203592,349383,Divorced,Freelancer,Urban,9865,111649,216022,8,-104373,1
136,49649,21773,Divorced,Unemployed,Urban,6760,426574,484,4,426090,0
179,472976,166676,Widowed,Salaried,Rural,5017,32644,17034,8,15610,0
81,74333,83471,Divorced,Salaried,Rural,6004,231176,207523,6,23653,0
158,233669,283022,Divorced,Unemployed,Rural,9716,134490,155432,6,-20942,1
85,195408,272349,Widowed,Freelancer,Urban,9816,272703,27599,2,245104,0
67,231628,267214,Married,Salaried,Urban,2947,446073,145738,9,300335,0
160,235517,382480,Single,Salaried,Rural,9633,184763,236269,4,-51506,1
99,19721,184283,Single,Unemployed,Urban,7813,380699,260667,4,120032,0
58,441429,77161,Single,Unemployed,Urban,5918,399624,129060,6,270564,0
162,170579,280388,Married,Business,Urban,5965,116984,44689,1,72295,0
12,288676,396056,Widowed,Salaried,Rural,1192,231217,167128,5,64089,0
78,211031,225824,Widowed,Salaried,Rural,5821,89763,88371,4,1392,1
188,75959,361393,Single,Business,Rural,9191,86280,137223,0,-50943,1
96,30160,172325,Married,Freelancer,Urban,9424,302842,26303,8,276539,0
47,17082,12091,Divorced,Freelancer,Urban,1847,488990,9756,8,479234,0
97,410279,354860,Divorced,Unemployed,Urban,7234,89834,191304,5,-101470,1
165,496380,178907,Divorced,Salaried,Rural,1117,80172,139160,8,-58988,1
192,239391,324982,Single,Freelancer,Urban,5547,122294,40356,2,81938,0
53,440572,37515,Single,Unemployed,Rural,3497,318925,255186,5,63739,0
158,171291,313748,Widowed,Freelancer,Rural,3534,368398,52545,0,315853,0
48,120539,106374,Single,Freelancer,Rural,5436,221940,84695,1,137245,0
149,329091,48949,Single,Salaried,Rural,4593,393713,158665,3,235048,0
156,483836,279789,Divorced,Freelancer,Rural,6218,308648,76855,2,231793,0
192,457850,195590,Married,Unemployed,Rural,8479,431681,106932,0,324749,0
47,314481,57732,Widowed,Business,Rural,4658,55870,155014,2,-99144,1
91,78130,71237,Married,Salaried,Rural,9020,475766,90087,8,385679,0
104,393467,259382,Single,Business,Urban,4592,76793,278525,4,-201732,1
193,370956,30195,Divorced,Unemployed,Rural,8321,482925,38991,9,443934,0
24,44379,346355,Widowed,Freelancer,Urban,6453,435818,34641,1,401177,0
20,204375,292216,Divorced,Salaried,Urban,3701,253304,260315,7,-7011,1
25,128538,4600,Married,Freelancer,Urban,5052,34783,285886,7,-251103,1
103,228051,138070,Divorced,Freelancer,Rural,3215,342643,297869,6,44774,0
128,192984,57134,Single,Business,Rural,9884,499226,240080,3,259146,0
159,290793,16280,Divorced,Unemployed,Rural,6939,462015,130616,7,331399,0
72,314658,395558,Married,Business,Urban,3050,135672,94998,3,40674,0
173,236720,352888,Married,Freelancer,Rural,8150,448699,224596,8,224103,0
